section,metric,value,year,stage,ancestry,entity_type,entity,era,snapshot
cohort_ancestry,Participant share (%),64.14034619825449,,,European,Cohort,PROCAM,,
cohort_ancestry,Participant share (%),2.2780106137577762,,,Asian,Cohort,PROCAM,,
cohort_ancestry,Participant share (%),1.8698799631757528,,,African,Cohort,PROCAM,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PROCAM,,
cohort_ancestry,Participant share (%),0.861895971371833,,,Hispanic or Latin American,Cohort,PROCAM,,
cohort_ancestry,Participant share (%),30.849867253440145,,,Other/Mixed,Cohort,PROCAM,,
cohort_summary,Participant instances,1081084.0,,,,Cohort,PROCARDIS,,
cohort_summary,Non-European %,1.5312408656496628,,,,Cohort,PROCARDIS,,
cohort_summary,Effective ancestry groups,1.0312174549713937,,,,Cohort,PROCARDIS,,
cohort_summary,Publications,2.0,,,,Cohort,PROCARDIS,,
cohort_summary,Accessions,3.0,,,,Cohort,PROCARDIS,,
cohort_ancestry,Participant share (%),98.46875913435034,,,European,Cohort,PROCARDIS,,
cohort_ancestry,Participant share (%),0.8241727747335081,,,Asian,Cohort,PROCARDIS,,
cohort_ancestry,Participant share (%),0.7070680909161545,,,African,Cohort,PROCARDIS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PROCARDIS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PROCARDIS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PROCARDIS,,
cohort_summary,Participant instances,182270.0,,,,Cohort,PROCAS,,
cohort_summary,Non-European %,0.0,,,,Cohort,PROCAS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PROCAS,,
cohort_summary,Publications,2.0,,,,Cohort,PROCAS,,
cohort_summary,Accessions,5.0,,,,Cohort,PROCAS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PROCAS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PROCAS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PROCAS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PROCAS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PROCAS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PROCAS,,
cohort_summary,Participant instances,19420850.0,,,,Cohort,PROMIS,,
cohort_summary,Non-European %,18.61011232773025,,,,Cohort,PROMIS,,
cohort_summary,Effective ancestry groups,1.454180629329338,,,,Cohort,PROMIS,,
cohort_summary,Publications,4.0,,,,Cohort,PROMIS,,
cohort_summary,Accessions,467.0,,,,Cohort,PROMIS,,
cohort_ancestry,Participant share (%),81.38988767226975,,,European,Cohort,PROMIS,,
cohort_ancestry,Participant share (%),15.724450783565086,,,Asian,Cohort,PROMIS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PROMIS,,
cohort_ancestry,Participant share (%),2.171604229475023,,,African American or Afro-Caribbean,Cohort,PROMIS,,
cohort_ancestry,Participant share (%),0.6585499604806174,,,Hispanic or Latin American,Cohort,PROMIS,,
cohort_ancestry,Participant share (%),0.05550735420952224,,,Other/Mixed,Cohort,PROMIS,,
cohort_summary,Participant instances,7501489.0,,,,Cohort,PROSPER,,
cohort_summary,Non-European %,23.480698298697767,,,,Cohort,PROSPER,,
cohort_summary,Effective ancestry groups,1.600107505990576,,,,Cohort,PROSPER,,
cohort_summary,Publications,8.0,,,,Cohort,PROSPER,,
cohort_summary,Accessions,38.0,,,,Cohort,PROSPER,,
cohort_ancestry,Participant share (%),76.51930170130224,,,European,Cohort,PROSPER,,
cohort_ancestry,Participant share (%),2.4038160957111314,,,Asian,Cohort,PROSPER,,
cohort_ancestry,Participant share (%),0.44643136849230863,,,African,Cohort,PROSPER,,
cohort_ancestry,Participant share (%),0.3689134250546791,,,African American or Afro-Caribbean,Cohort,PROSPER,,
cohort_ancestry,Participant share (%),0.5652611101609294,,,Hispanic or Latin American,Cohort,PROSPER,,
cohort_ancestry,Participant share (%),19.69627629927872,,,Other/Mixed,Cohort,PROSPER,,
cohort_summary,Participant instances,1121.0,,,,Cohort,PROVIDE,,
cohort_summary,Non-European %,100.0,,,,Cohort,PROVIDE,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PROVIDE,,
cohort_summary,Publications,2.0,,,,Cohort,PROVIDE,,
cohort_summary,Accessions,2.0,,,,Cohort,PROVIDE,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,PROVIDE,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,PROVIDE,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PROVIDE,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PROVIDE,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PROVIDE,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PROVIDE,,
cohort_summary,Participant instances,3751.0,,,,Cohort,PUSH,,
cohort_summary,Non-European %,100.0,,,,Cohort,PUSH,,
cohort_summary,Effective ancestry groups,1.9847313933561017,,,,Cohort,PUSH,,
cohort_summary,Publications,1.0,,,,Cohort,PUSH,,
cohort_summary,Accessions,1.0,,,,Cohort,PUSH,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,PUSH,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PUSH,,
cohort_ancestry,Participant share (%),45.61450279925353,,,African,Cohort,PUSH,,
cohort_ancestry,Participant share (%),54.38549720074647,,,African American or Afro-Caribbean,Cohort,PUSH,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PUSH,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PUSH,,
cohort_summary,Participant instances,127176.0,,,,Cohort,PUUMA,,
cohort_summary,Non-European %,100.0,,,,Cohort,PUUMA,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PUUMA,,
cohort_summary,Publications,1.0,,,,Cohort,PUUMA,,
cohort_summary,Accessions,14.0,,,,Cohort,PUUMA,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,PUUMA,,
cohort_ancestry,Participant share (%),100.0,,,Asian,Cohort,PUUMA,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PUUMA,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PUUMA,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PUUMA,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PUUMA,,
cohort_summary,Participant instances,2675556.0,,,,Cohort,Painomics,,
cohort_summary,Non-European %,16.62876800186578,,,,Cohort,Painomics,,
cohort_summary,Effective ancestry groups,1.3836467413991105,,,,Cohort,Painomics,,
cohort_summary,Publications,1.0,,,,Cohort,Painomics,,
cohort_summary,Accessions,255.0,,,,Cohort,Painomics,,
cohort_ancestry,Participant share (%),83.37123199813422,,,European,Cohort,Painomics,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,Painomics,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,Painomics,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,Painomics,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,Painomics,,
cohort_ancestry,Participant share (%),16.62876800186578,,,Other/Mixed,Cohort,Painomics,,
cohort_summary,Participant instances,10134.0,,,,Cohort,PanC4,,
cohort_summary,Non-European %,0.0,,,,Cohort,PanC4,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PanC4,,
cohort_summary,Publications,1.0,,,,Cohort,PanC4,,
cohort_summary,Accessions,1.0,,,,Cohort,PanC4,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PanC4,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PanC4,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PanC4,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PanC4,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PanC4,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PanC4,,
cohort_summary,Participant instances,4950.0,,,,Cohort,PanGenEU,,
cohort_summary,Non-European %,0.0,,,,Cohort,PanGenEU,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PanGenEU,,
cohort_summary,Publications,1.0,,,,Cohort,PanGenEU,,
cohort_summary,Accessions,2.0,,,,Cohort,PanGenEU,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PanGenEU,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PanGenEU,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PanGenEU,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PanGenEU,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PanGenEU,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PanGenEU,,
cohort_summary,Participant instances,16144.0,,,,Cohort,PanScan,,
cohort_summary,Non-European %,1.9821605550049552,,,,Cohort,PanScan,,
cohort_summary,Effective ancestry groups,1.0404283607607807,,,,Cohort,PanScan,,
cohort_summary,Publications,1.0,,,,Cohort,PanScan,,
cohort_summary,Accessions,1.0,,,,Cohort,PanScan,,
cohort_ancestry,Participant share (%),98.01783944499505,,,European,Cohort,PanScan,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PanScan,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PanScan,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PanScan,,
cohort_ancestry,Participant share (%),1.9821605550049552,,,Hispanic or Latin American,Cohort,PanScan,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PanScan,,
cohort_summary,Participant instances,379199.0,,,,Cohort,Partners,,
cohort_summary,Non-European %,53.5631686792423,,,,Cohort,Partners,,
cohort_summary,Effective ancestry groups,2.2423976811068154,,,,Cohort,Partners,,
cohort_summary,Publications,2.0,,,,Cohort,Partners,,
cohort_summary,Accessions,5.0,,,,Cohort,Partners,,
cohort_ancestry,Participant share (%),46.436831320757705,,,European,Cohort,Partners,,
cohort_ancestry,Participant share (%),1.3399296939074208,,,Asian,Cohort,Partners,,
cohort_ancestry,Participant share (%),47.80234125089992,,,African,Cohort,Partners,,
cohort_ancestry,Participant share (%),0.06540101635289122,,,African American or Afro-Caribbean,Cohort,Partners,,
cohort_ancestry,Participant share (%),4.019525367946645,,,Hispanic or Latin American,Cohort,Partners,,
cohort_ancestry,Participant share (%),0.335971350135417,,,Other/Mixed,Cohort,Partners,,
cohort_summary,Participant instances,744695.0,,,,Cohort,Penn,,
cohort_summary,Non-European %,0.0,,,,Cohort,Penn,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,Penn,,
cohort_summary,Publications,1.0,,,,Cohort,Penn,,
cohort_summary,Accessions,1.0,,,,Cohort,Penn,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,Penn,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,Penn,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,Penn,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,Penn,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,Penn,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,Penn,,
cohort_summary,Participant instances,3711809.0,,,,Cohort,PennCATH,,
cohort_summary,Non-European %,0.0,,,,Cohort,PennCATH,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PennCATH,,
cohort_summary,Publications,1.0,,,,Cohort,PennCATH,,
cohort_summary,Accessions,2.0,,,,Cohort,PennCATH,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PennCATH,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PennCATH,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PennCATH,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PennCATH,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PennCATH,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PennCATH,,
cohort_summary,Participant instances,798228.0,,,,Cohort,PoBI,,
cohort_summary,Non-European %,4.33347364412173,,,,Cohort,PoBI,,
cohort_summary,Effective ancestry groups,1.0914846535591334,,,,Cohort,PoBI,,
cohort_summary,Publications,1.0,,,,Cohort,PoBI,,
cohort_summary,Accessions,15.0,,,,Cohort,PoBI,,
cohort_ancestry,Participant share (%),95.66652635587826,,,European,Cohort,PoBI,,
cohort_ancestry,Participant share (%),2.590487930766648,,,Asian,Cohort,PoBI,,
cohort_ancestry,Participant share (%),1.7429857133550817,,,African,Cohort,PoBI,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PoBI,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PoBI,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PoBI,,
cohort_summary,Participant instances,167875.0,,,,Cohort,PopCol,,
cohort_summary,Non-European %,0.0,,,,Cohort,PopCol,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PopCol,,
cohort_summary,Publications,1.0,,,,Cohort,PopCol,,
cohort_summary,Accessions,1.0,,,,Cohort,PopCol,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PopCol,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PopCol,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PopCol,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PopCol,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PopCol,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PopCol,,
cohort_summary,Participant instances,1214.0,,,,Cohort,PopGen,,
cohort_summary,Non-European %,0.0,,,,Cohort,PopGen,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PopGen,,
cohort_summary,Publications,1.0,,,,Cohort,PopGen,,
cohort_summary,Accessions,1.0,,,,Cohort,PopGen,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PopGen,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PopGen,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PopGen,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PopGen,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PopGen,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PopGen,,
cohort_summary,Participant instances,6864.0,,,,Cohort,PreCEPT,,
cohort_summary,Non-European %,0.0,,,,Cohort,PreCEPT,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PreCEPT,,
cohort_summary,Publications,1.0,,,,Cohort,PreCEPT,,
cohort_summary,Accessions,2.0,,,,Cohort,PreCEPT,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PreCEPT,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PreCEPT,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PreCEPT,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PreCEPT,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PreCEPT,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PreCEPT,,
cohort_summary,Participant instances,1970522.0,,,,Cohort,ProHealth,,
cohort_summary,Non-European %,26.22990253344038,,,,Cohort,ProHealth,,
cohort_summary,Effective ancestry groups,1.7689571506328297,,,,Cohort,ProHealth,,
cohort_summary,Publications,2.0,,,,Cohort,ProHealth,,
cohort_summary,Accessions,6.0,,,,Cohort,ProHealth,,
cohort_ancestry,Participant share (%),73.77009746655962,,,European,Cohort,ProHealth,,
cohort_ancestry,Participant share (%),10.819366644980366,,,Asian,Cohort,ProHealth,,
cohort_ancestry,Participant share (%),4.110484430013976,,,African,Cohort,ProHealth,,
cohort_ancestry,Participant share (%),8.22107035597674,,,African American or Afro-Caribbean,Cohort,ProHealth,,
cohort_ancestry,Participant share (%),3.078981102469295,,,Hispanic or Latin American,Cohort,ProHealth,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ProHealth,,
cohort_summary,Participant instances,218622.0,,,,Cohort,Project MinE ALS,,
cohort_summary,Non-European %,0.0,,,,Cohort,Project MinE ALS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,Project MinE ALS,,
cohort_summary,Publications,1.0,,,,Cohort,Project MinE ALS,,
cohort_summary,Accessions,1.0,,,,Cohort,Project MinE ALS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,Project MinE ALS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,Project MinE ALS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,Project MinE ALS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,Project MinE ALS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,Project MinE ALS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,Project MinE ALS,,
cohort_summary,Participant instances,1580700.0,,,,Cohort,Project Viva,,
cohort_summary,Non-European %,3.0492819636869744,,,,Cohort,Project Viva,,
cohort_summary,Effective ancestry groups,1.0629428111407677,,,,Cohort,Project Viva,,
cohort_summary,Publications,1.0,,,,Cohort,Project Viva,,
cohort_summary,Accessions,2.0,,,,Cohort,Project Viva,,
cohort_ancestry,Participant share (%),96.95071803631302,,,European,Cohort,Project Viva,,
cohort_ancestry,Participant share (%),2.8965648130575063,,,Asian,Cohort,Project Viva,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,Project Viva,,
cohort_ancestry,Participant share (%),0.09021319668501297,,,African American or Afro-Caribbean,Cohort,Project Viva,,
cohort_ancestry,Participant share (%),0.06250395394445499,,,Hispanic or Latin American,Cohort,Project Viva,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,Project Viva,,
cohort_summary,Participant instances,5138.0,,,,Cohort,PsyCourse,,
cohort_summary,Non-European %,0.0,,,,Cohort,PsyCourse,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,PsyCourse,,
cohort_summary,Publications,1.0,,,,Cohort,PsyCourse,,
cohort_summary,Accessions,4.0,,,,Cohort,PsyCourse,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,PsyCourse,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,PsyCourse,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,PsyCourse,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,PsyCourse,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,PsyCourse,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,PsyCourse,,
cohort_summary,Participant instances,1890756.0,,,,Cohort,Q-MEGA,,
cohort_summary,Non-European %,0.0,,,,Cohort,Q-MEGA,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,Q-MEGA,,
cohort_summary,Publications,2.0,,,,Cohort,Q-MEGA,,
cohort_summary,Accessions,4.0,,,,Cohort,Q-MEGA,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,Q-MEGA,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,Q-MEGA,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,Q-MEGA,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,Q-MEGA,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,Q-MEGA,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,Q-MEGA,,
cohort_summary,Participant instances,16942369.0,,,,Cohort,QBB,,
cohort_summary,Non-European %,30.149957187215083,,,,Cohort,QBB,,
cohort_summary,Effective ancestry groups,1.870414609440116,,,,Cohort,QBB,,
cohort_summary,Publications,12.0,,,,Cohort,QBB,,
cohort_summary,Accessions,40.0,,,,Cohort,QBB,,
cohort_ancestry,Participant share (%),69.85004281278492,,,European,Cohort,QBB,,
cohort_ancestry,Participant share (%),5.0586373133532865,,,Asian,Cohort,QBB,,
cohort_ancestry,Participant share (%),2.248003216079168,,,African,Cohort,QBB,,
cohort_ancestry,Participant share (%),0.14765939757303126,,,African American or Afro-Caribbean,Cohort,QBB,,
cohort_ancestry,Participant share (%),1.8829421080369575,,,Hispanic or Latin American,Cohort,QBB,,
cohort_ancestry,Participant share (%),20.81271515217264,,,Other/Mixed,Cohort,QBB,,
cohort_summary,Participant instances,3861273.0,,,,Cohort,QGP,,
cohort_summary,Non-European %,100.0,,,,Cohort,QGP,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,QGP,,
cohort_summary,Publications,2.0,,,,Cohort,QGP,,
cohort_summary,Accessions,1305.0,,,,Cohort,QGP,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,QGP,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,QGP,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,QGP,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QGP,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,QGP,,
cohort_ancestry,Participant share (%),100.0,,,Other/Mixed,Cohort,QGP,,
cohort_summary,Participant instances,29509669.0,,,,Cohort,QIMR,,
cohort_summary,Non-European %,2.8051687058909405,,,,Cohort,QIMR,,
cohort_summary,Effective ancestry groups,1.0579197830119709,,,,Cohort,QIMR,,
cohort_summary,Publications,15.0,,,,Cohort,QIMR,,
cohort_summary,Accessions,208.0,,,,Cohort,QIMR,,
cohort_ancestry,Participant share (%),97.19483129410906,,,European,Cohort,QIMR,,
cohort_ancestry,Participant share (%),2.3653908147868417,,,Asian,Cohort,QIMR,,
cohort_ancestry,Participant share (%),0.05022421634075259,,,African,Cohort,QIMR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QIMR,,
cohort_ancestry,Participant share (%),0.1510555743610679,,,Hispanic or Latin American,Cohort,QIMR,,
cohort_ancestry,Participant share (%),0.23849810040227828,,,Other/Mixed,Cohort,QIMR,,
cohort_summary,Participant instances,6433328.0,,,,Cohort,QIMR-BGE,,
cohort_summary,Non-European %,9.284961065252697,,,,Cohort,QIMR-BGE,,
cohort_summary,Effective ancestry groups,1.2065175289421008,,,,Cohort,QIMR-BGE,,
cohort_summary,Publications,1.0,,,,Cohort,QIMR-BGE,,
cohort_summary,Accessions,4.0,,,,Cohort,QIMR-BGE,,
cohort_ancestry,Participant share (%),90.7150389347473,,,European,Cohort,QIMR-BGE,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,QIMR-BGE,,
cohort_ancestry,Participant share (%),7.470348161946664,,,African,Cohort,QIMR-BGE,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QIMR-BGE,,
cohort_ancestry,Participant share (%),1.8146129033060339,,,Hispanic or Latin American,Cohort,QIMR-BGE,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,QIMR-BGE,,
cohort_summary,Participant instances,377208.0,,,,Cohort,QMDiab,,
cohort_summary,Non-European %,100.0,,,,Cohort,QMDiab,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,QMDiab,,
cohort_summary,Publications,1.0,,,,Cohort,QMDiab,,
cohort_summary,Accessions,117.0,,,,Cohort,QMDiab,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,QMDiab,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,QMDiab,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,QMDiab,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QMDiab,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,QMDiab,,
cohort_ancestry,Participant share (%),100.0,,,Other/Mixed,Cohort,QMDiab,,
cohort_summary,Participant instances,5744.0,,,,Cohort,QSBB,,
cohort_summary,Non-European %,0.0,,,,Cohort,QSBB,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,QSBB,,
cohort_summary,Publications,1.0,,,,Cohort,QSBB,,
cohort_summary,Accessions,1.0,,,,Cohort,QSBB,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,QSBB,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,QSBB,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,QSBB,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QSBB,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,QSBB,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,QSBB,,
cohort_summary,Participant instances,29904493.0,,,,Cohort,QSKIN,,
cohort_summary,Non-European %,28.937992695612664,,,,Cohort,QSKIN,,
cohort_summary,Effective ancestry groups,1.8203620254269655,,,,Cohort,QSKIN,,
cohort_summary,Publications,7.0,,,,Cohort,QSKIN,,
cohort_summary,Accessions,26.0,,,,Cohort,QSKIN,,
cohort_ancestry,Participant share (%),71.06200730438734,,,European,Cohort,QSKIN,,
cohort_ancestry,Participant share (%),8.245620482514116,,,Asian,Cohort,QSKIN,,
cohort_ancestry,Participant share (%),0.949934178787114,,,African,Cohort,QSKIN,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QSKIN,,
cohort_ancestry,Participant share (%),0.3888847070572305,,,Hispanic or Latin American,Cohort,QSKIN,,
cohort_ancestry,Participant share (%),19.353553327254204,,,Other/Mixed,Cohort,QSKIN,,
cohort_summary,Participant instances,6051284.0,,,,Cohort,QSkin,,
cohort_summary,Non-European %,0.0,,,,Cohort,QSkin,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,QSkin,,
cohort_summary,Publications,2.0,,,,Cohort,QSkin,,
cohort_summary,Accessions,3.0,,,,Cohort,QSkin,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,QSkin,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,QSkin,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,QSkin,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QSkin,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,QSkin,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,QSkin,,
cohort_summary,Participant instances,716795.0,,,,Cohort,QTR,,
cohort_summary,Non-European %,0.038783752676846237,,,,Cohort,QTR,,
cohort_summary,Effective ancestry groups,1.0007759758893404,,,,Cohort,QTR,,
cohort_summary,Publications,2.0,,,,Cohort,QTR,,
cohort_summary,Accessions,2.0,,,,Cohort,QTR,,
cohort_ancestry,Participant share (%),99.96121624732316,,,European,Cohort,QTR,,
cohort_ancestry,Participant share (%),0.038783752676846237,,,Asian,Cohort,QTR,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,QTR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,QTR,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,QTR,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,QTR,,
