section,metric,value,year,stage,ancestry,entity_type,entity,era,snapshot
cohort_summary,Non-European %,41.107898908887435,,,,Cohort,ACS b,,
cohort_summary,Effective ancestry groups,2.3844352250406127,,,,Cohort,ACS b,,
cohort_summary,Publications,1.0,,,,Cohort,ACS b,,
cohort_summary,Accessions,1.0,,,,Cohort,ACS b,,
cohort_ancestry,Participant share (%),58.89210109111256,,,European,Cohort,ACS b,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ACS b,,
cohort_ancestry,Participant share (%),11.424041779352793,,,African,Cohort,ACS b,,
cohort_ancestry,Participant share (%),23.631446423575493,,,African American or Afro-Caribbean,Cohort,ACS b,,
cohort_ancestry,Participant share (%),6.052410705959153,,,Hispanic or Latin American,Cohort,ACS b,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ACS b,,
cohort_summary,Participant instances,9146583.0,,,,Cohort,ACT,,
cohort_summary,Non-European %,1.1215991808088333,,,,Cohort,ACT,,
cohort_summary,Effective ancestry groups,1.022692554663719,,,,Cohort,ACT,,
cohort_summary,Publications,9.0,,,,Cohort,ACT,,
cohort_summary,Accessions,78.0,,,,Cohort,ACT,,
cohort_ancestry,Participant share (%),98.87840081919117,,,European,Cohort,ACT,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ACT,,
cohort_ancestry,Participant share (%),0.03994934501769677,,,African,Cohort,ACT,,
cohort_ancestry,Participant share (%),1.0816498357911364,,,African American or Afro-Caribbean,Cohort,ACT,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ACT,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ACT,,
cohort_summary,Participant instances,5662.0,,,,Cohort,ACTG,,
cohort_summary,Non-European %,100.0,,,,Cohort,ACTG,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ACTG,,
cohort_summary,Publications,1.0,,,,Cohort,ACTG,,
cohort_summary,Accessions,3.0,,,,Cohort,ACTG,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ACTG,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ACTG,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ACTG,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ACTG,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ACTG,,
cohort_ancestry,Participant share (%),100.0,,,Other/Mixed,Cohort,ACTG,,
cohort_summary,Participant instances,54779.0,,,,Cohort,ADAGES,,
cohort_summary,Non-European %,100.0,,,,Cohort,ADAGES,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ADAGES,,
cohort_summary,Publications,1.0,,,,Cohort,ADAGES,,
cohort_summary,Accessions,1.0,,,,Cohort,ADAGES,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ADAGES,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ADAGES,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ADAGES,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ADAGES,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADAGES,,
cohort_ancestry,Participant share (%),100.0,,,Other/Mixed,Cohort,ADAGES,,
cohort_summary,Participant instances,30147.0,,,,Cohort,ADAMS,,
cohort_summary,Non-European %,58.10196702822835,,,,Cohort,ADAMS,,
cohort_summary,Effective ancestry groups,2.895121992794273,,,,Cohort,ADAMS,,
cohort_summary,Publications,1.0,,,,Cohort,ADAMS,,
cohort_summary,Accessions,3.0,,,,Cohort,ADAMS,,
cohort_ancestry,Participant share (%),41.898032971771656,,,European,Cohort,ADAMS,,
cohort_ancestry,Participant share (%),31.36630510498557,,,Asian,Cohort,ADAMS,,
cohort_ancestry,Participant share (%),26.735661923242777,,,African,Cohort,ADAMS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ADAMS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADAMS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ADAMS,,
cohort_summary,Participant instances,6445995.0,,,,Cohort,ADC,,
cohort_summary,Non-European %,0.28445569690947636,,,,Cohort,ADC,,
cohort_summary,Effective ancestry groups,1.0057064585747877,,,,Cohort,ADC,,
cohort_summary,Publications,5.0,,,,Cohort,ADC,,
cohort_summary,Accessions,24.0,,,,Cohort,ADC,,
cohort_ancestry,Participant share (%),99.71554430309052,,,European,Cohort,ADC,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ADC,,
cohort_ancestry,Participant share (%),0.02187404737360175,,,African,Cohort,ADC,,
cohort_ancestry,Participant share (%),0.2625816495358746,,,African American or Afro-Caribbean,Cohort,ADC,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADC,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ADC,,
cohort_summary,Participant instances,26840.0,,,,Cohort,ADDITION-PRO,,
cohort_summary,Non-European %,0.0,,,,Cohort,ADDITION-PRO,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ADDITION-PRO,,
cohort_summary,Publications,1.0,,,,Cohort,ADDITION-PRO,,
cohort_summary,Accessions,44.0,,,,Cohort,ADDITION-PRO,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ADDITION-PRO,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ADDITION-PRO,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ADDITION-PRO,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ADDITION-PRO,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADDITION-PRO,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ADDITION-PRO,,
cohort_summary,Participant instances,6669950.0,,,,Cohort,ADGC,,
cohort_summary,Non-European %,7.7597733116440155,,,,Cohort,ADGC,,
cohort_summary,Effective ancestry groups,1.1699186540568551,,,,Cohort,ADGC,,
cohort_summary,Publications,14.0,,,,Cohort,ADGC,,
cohort_summary,Accessions,47.0,,,,Cohort,ADGC,,
cohort_ancestry,Participant share (%),92.24022668835599,,,European,Cohort,ADGC,,
cohort_ancestry,Participant share (%),0.28577425617883195,,,Asian,Cohort,ADGC,,
cohort_ancestry,Participant share (%),0.601173921843492,,,African,Cohort,ADGC,,
cohort_ancestry,Participant share (%),6.200691159603895,,,African American or Afro-Caribbean,Cohort,ADGC,,
cohort_ancestry,Participant share (%),0.6721339740177962,,,Hispanic or Latin American,Cohort,ADGC,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ADGC,,
cohort_summary,Participant instances,4200.0,,,,Cohort,ADMIRAL,,
cohort_summary,Non-European %,100.0,,,,Cohort,ADMIRAL,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ADMIRAL,,
cohort_summary,Publications,1.0,,,,Cohort,ADMIRAL,,
cohort_summary,Accessions,1.0,,,,Cohort,ADMIRAL,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ADMIRAL,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ADMIRAL,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ADMIRAL,,
cohort_ancestry,Participant share (%),100.0,,,African American or Afro-Caribbean,Cohort,ADMIRAL,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADMIRAL,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ADMIRAL,,
cohort_summary,Participant instances,50259054.0,,,,Cohort,ADNI,,
cohort_summary,Non-European %,0.2907177679866398,,,,Cohort,ADNI,,
cohort_summary,Effective ancestry groups,1.0058358355998045,,,,Cohort,ADNI,,
cohort_summary,Publications,29.0,,,,Cohort,ADNI,,
cohort_summary,Accessions,13741.0,,,,Cohort,ADNI,,
cohort_ancestry,Participant share (%),99.70928223201336,,,European,Cohort,ADNI,,
cohort_ancestry,Participant share (%),0.005945197456362788,,,Asian,Cohort,ADNI,,
cohort_ancestry,Participant share (%),0.10608237870931674,,,African,Cohort,ADNI,,
cohort_ancestry,Participant share (%),0.1668714257932511,,,African American or Afro-Caribbean,Cohort,ADNI,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADNI,,
cohort_ancestry,Participant share (%),0.011818766027709158,,,Other/Mixed,Cohort,ADNI,,
cohort_summary,Participant instances,26818.0,,,,Cohort,ADNI-DOD,,
cohort_summary,Non-European %,13.81907673950332,,,,Cohort,ADNI-DOD,,
cohort_summary,Effective ancestry groups,1.323021080483604,,,,Cohort,ADNI-DOD,,
cohort_summary,Publications,1.0,,,,Cohort,ADNI-DOD,,
cohort_summary,Accessions,4.0,,,,Cohort,ADNI-DOD,,
cohort_ancestry,Participant share (%),86.18092326049668,,,European,Cohort,ADNI-DOD,,
cohort_ancestry,Participant share (%),11.141770452681035,,,Asian,Cohort,ADNI-DOD,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ADNI-DOD,,
cohort_ancestry,Participant share (%),2.6773062868222834,,,African American or Afro-Caribbean,Cohort,ADNI-DOD,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADNI-DOD,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ADNI-DOD,,
cohort_summary,Participant instances,8233686.0,,,,Cohort,ADSP,,
cohort_summary,Non-European %,1.0126691739276918,,,,Cohort,ADSP,,
cohort_summary,Effective ancestry groups,1.0204805989797756,,,,Cohort,ADSP,,
cohort_summary,Publications,8.0,,,,Cohort,ADSP,,
cohort_summary,Accessions,27.0,,,,Cohort,ADSP,,
cohort_ancestry,Participant share (%),98.98733082607231,,,European,Cohort,ADSP,,
cohort_ancestry,Participant share (%),0.04836230091844649,,,Asian,Cohort,ADSP,,
cohort_ancestry,Participant share (%),0.06443043856663953,,,African,Cohort,ADSP,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ADSP,,
cohort_ancestry,Participant share (%),0.8978967621548842,,,Hispanic or Latin American,Cohort,ADSP,,
cohort_ancestry,Participant share (%),0.001979672287721441,,,Other/Mixed,Cohort,ADSP,,
cohort_summary,Participant instances,852.0,,,,Cohort,ADVANCE,,
cohort_summary,Non-European %,100.0,,,,Cohort,ADVANCE,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ADVANCE,,
cohort_summary,Publications,1.0,,,,Cohort,ADVANCE,,
cohort_summary,Accessions,3.0,,,,Cohort,ADVANCE,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ADVANCE,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ADVANCE,,
cohort_ancestry,Participant share (%),100.0,,,African,Cohort,ADVANCE,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ADVANCE,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ADVANCE,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ADVANCE,,
cohort_summary,Participant instances,9682028.0,,,,Cohort,AFGen,,
cohort_summary,Non-European %,15.144492455506223,,,,Cohort,AFGen,,
cohort_summary,Effective ancestry groups,1.3546785673128428,,,,Cohort,AFGen,,
cohort_summary,Publications,3.0,,,,Cohort,AFGen,,
cohort_summary,Accessions,6.0,,,,Cohort,AFGen,,
cohort_ancestry,Participant share (%),84.85550754449378,,,European,Cohort,AFGen,,
cohort_ancestry,Participant share (%),13.401510509988196,,,Asian,Cohort,AFGen,,
cohort_ancestry,Participant share (%),1.2238241822890823,,,African,Cohort,AFGen,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AFGen,,
cohort_ancestry,Participant share (%),0.5191577632289434,,,Hispanic or Latin American,Cohort,AFGen,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AFGen,,
cohort_summary,Participant instances,5672.0,,,,Cohort,AFOS,,
cohort_summary,Non-European %,0.0,,,,Cohort,AFOS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,AFOS,,
cohort_summary,Publications,1.0,,,,Cohort,AFOS,,
cohort_summary,Accessions,1.0,,,,Cohort,AFOS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,AFOS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AFOS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AFOS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AFOS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AFOS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AFOS,,
cohort_summary,Participant instances,490297.0,,,,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_summary,Non-European %,0.5682270134224765,,,,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_summary,Effective ancestry groups,1.0114291124384354,,,,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_summary,Publications,1.0,,,,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_summary,Accessions,2.0,,,,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_ancestry,Participant share (%),99.43177298657753,,,European,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_ancestry,Participant share (%),0.5682270134224765,,,Hispanic or Latin American,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AGA-ALZAR-PRONADIAL,,
cohort_summary,Participant instances,6134688.0,,,,Cohort,AGDS,,
cohort_summary,Non-European %,18.497941541607332,,,,Cohort,AGDS,,
cohort_summary,Effective ancestry groups,1.4792343733311564,,,,Cohort,AGDS,,
cohort_summary,Publications,5.0,,,,Cohort,AGDS,,
cohort_summary,Accessions,12.0,,,,Cohort,AGDS,,
cohort_ancestry,Participant share (%),81.50205845839267,,,European,Cohort,AGDS,,
cohort_ancestry,Participant share (%),7.19306344511734,,,Asian,Cohort,AGDS,,
cohort_ancestry,Participant share (%),4.645435921109598,,,African,Cohort,AGDS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AGDS,,
cohort_ancestry,Participant share (%),6.659442175380394,,,Hispanic or Latin American,Cohort,AGDS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AGDS,,
cohort_summary,Participant instances,81993.0,,,,Cohort,AGEN,,
cohort_summary,Non-European %,9.543497615650116,,,,Cohort,AGEN,,
cohort_summary,Effective ancestry groups,1.2086845672976616,,,,Cohort,AGEN,,
cohort_summary,Publications,1.0,,,,Cohort,AGEN,,
cohort_summary,Accessions,1.0,,,,Cohort,AGEN,,
cohort_ancestry,Participant share (%),90.45650238434988,,,European,Cohort,AGEN,,
cohort_ancestry,Participant share (%),9.543497615650116,,,Asian,Cohort,AGEN,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AGEN,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AGEN,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AGEN,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AGEN,,
cohort_summary,Participant instances,60070462.0,,,,Cohort,AGES,,
cohort_summary,Non-European %,8.168550459958174,,,,Cohort,AGES,,
cohort_summary,Effective ancestry groups,1.1832576059388284,,,,Cohort,AGES,,
cohort_summary,Publications,13.0,,,,Cohort,AGES,,
cohort_summary,Accessions,4917.0,,,,Cohort,AGES,,
cohort_ancestry,Participant share (%),91.83144954004182,,,European,Cohort,AGES,,
cohort_ancestry,Participant share (%),2.3743782759653156,,,Asian,Cohort,AGES,,
cohort_ancestry,Participant share (%),0.02828178681229387,,,African,Cohort,AGES,,
cohort_ancestry,Participant share (%),1.0067327266435873,,,African American or Afro-Caribbean,Cohort,AGES,,
cohort_ancestry,Participant share (%),2.0237949892910763,,,Hispanic or Latin American,Cohort,AGES,,
cohort_ancestry,Participant share (%),2.735362681245901,,,Other/Mixed,Cohort,AGES,,
cohort_summary,Participant instances,3657258.0,,,,Cohort,AHS,,
cohort_summary,Non-European %,9.253407880986247,,,,Cohort,AHS,,
cohort_summary,Effective ancestry groups,1.206149560944837,,,,Cohort,AHS,,
cohort_summary,Publications,1.0,,,,Cohort,AHS,,
cohort_summary,Accessions,9.0,,,,Cohort,AHS,,
cohort_ancestry,Participant share (%),90.74659211901375,,,European,Cohort,AHS,,
cohort_ancestry,Participant share (%),7.345585135093012,,,Asian,Cohort,AHS,,
cohort_ancestry,Participant share (%),0.7046262527828225,,,African,Cohort,AHS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AHS,,
cohort_ancestry,Participant share (%),1.2031964931104122,,,Hispanic or Latin American,Cohort,AHS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AHS,,
cohort_summary,Participant instances,3835276.0,,,,Cohort,AIBL,,
cohort_summary,Non-European %,0.09662929082548427,,,,Cohort,AIBL,,
cohort_summary,Effective ancestry groups,1.001934746090335,,,,Cohort,AIBL,,
cohort_summary,Publications,3.0,,,,Cohort,AIBL,,
cohort_summary,Accessions,620.0,,,,Cohort,AIBL,,
cohort_ancestry,Participant share (%),99.90337070917451,,,European,Cohort,AIBL,,
cohort_ancestry,Participant share (%),0.07790834349340178,,,Asian,Cohort,AIBL,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AIBL,,
cohort_ancestry,Participant share (%),0.018720947332082488,,,African American or Afro-Caribbean,Cohort,AIBL,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AIBL,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AIBL,,
cohort_summary,Participant instances,901954.0,,,,Cohort,AIDHS,,
cohort_summary,Non-European %,0.0,,,,Cohort,AIDHS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,AIDHS,,
cohort_summary,Publications,1.0,,,,Cohort,AIDHS,,
cohort_summary,Accessions,2.0,,,,Cohort,AIDHS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,AIDHS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AIDHS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AIDHS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AIDHS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AIDHS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AIDHS,,
cohort_summary,Participant instances,450409.0,,,,Cohort,AIRWAVE,,
cohort_summary,Non-European %,8.190999735795689,,,,Cohort,AIRWAVE,,
cohort_summary,Effective ancestry groups,1.1770265593360525,,,,Cohort,AIRWAVE,,
cohort_summary,Publications,1.0,,,,Cohort,AIRWAVE,,
cohort_summary,Accessions,12.0,,,,Cohort,AIRWAVE,,
cohort_ancestry,Participant share (%),91.80900026420431,,,European,Cohort,AIRWAVE,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AIRWAVE,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AIRWAVE,,
cohort_ancestry,Participant share (%),8.190999735795689,,,African American or Afro-Caribbean,Cohort,AIRWAVE,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AIRWAVE,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AIRWAVE,,
cohort_summary,Participant instances,490297.0,,,,Cohort,ALEXANDROS,,
cohort_summary,Non-European %,0.5682270134224765,,,,Cohort,ALEXANDROS,,
cohort_summary,Effective ancestry groups,1.0114291124384354,,,,Cohort,ALEXANDROS,,
cohort_summary,Publications,1.0,,,,Cohort,ALEXANDROS,,
cohort_summary,Accessions,2.0,,,,Cohort,ALEXANDROS,,
cohort_ancestry,Participant share (%),99.43177298657753,,,European,Cohort,ALEXANDROS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ALEXANDROS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ALEXANDROS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ALEXANDROS,,
cohort_ancestry,Participant share (%),0.5682270134224765,,,Hispanic or Latin American,Cohort,ALEXANDROS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ALEXANDROS,,
cohort_summary,Participant instances,26650.0,,,,Cohort,ALIENOR,,
cohort_summary,Non-European %,0.0,,,,Cohort,ALIENOR,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ALIENOR,,
cohort_summary,Publications,1.0,,,,Cohort,ALIENOR,,
cohort_summary,Accessions,3.0,,,,Cohort,ALIENOR,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,ALIENOR,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ALIENOR,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ALIENOR,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ALIENOR,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ALIENOR,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ALIENOR,,
cohort_summary,Participant instances,3879.0,,,,Cohort,ALIVE,,
cohort_summary,Non-European %,100.0,,,,Cohort,ALIVE,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,ALIVE,,
cohort_summary,Publications,1.0,,,,Cohort,ALIVE,,
cohort_summary,Accessions,1.0,,,,Cohort,ALIVE,,
cohort_ancestry,Participant share (%),0.0,,,European,Cohort,ALIVE,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ALIVE,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ALIVE,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ALIVE,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ALIVE,,
cohort_ancestry,Participant share (%),100.0,,,Other/Mixed,Cohort,ALIVE,,
cohort_summary,Participant instances,851540.0,,,,Cohort,ALS,,
cohort_summary,Non-European %,0.6975597153392677,,,,Cohort,ALS,,
cohort_summary,Effective ancestry groups,1.014048502614252,,,,Cohort,ALS,,
cohort_summary,Publications,1.0,,,,Cohort,ALS,,
cohort_summary,Accessions,56.0,,,,Cohort,ALS,,
cohort_ancestry,Participant share (%),99.30244028466073,,,European,Cohort,ALS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,ALS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ALS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,ALS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,ALS,,
cohort_ancestry,Participant share (%),0.6975597153392677,,,Other/Mixed,Cohort,ALS,,
cohort_summary,Participant instances,102470279.0,,,,Cohort,ALSPAC,,
cohort_summary,Non-European %,16.020360401282797,,,,Cohort,ALSPAC,,
cohort_summary,Effective ancestry groups,1.394487237874662,,,,Cohort,ALSPAC,,
cohort_summary,Publications,43.0,,,,Cohort,ALSPAC,,
cohort_summary,Accessions,1324.0,,,,Cohort,ALSPAC,,
cohort_ancestry,Participant share (%),83.9796395987172,,,European,Cohort,ALSPAC,,
cohort_ancestry,Participant share (%),2.349611051610389,,,Asian,Cohort,ALSPAC,,
cohort_ancestry,Participant share (%),0.9276953369083731,,,African,Cohort,ALSPAC,,
cohort_ancestry,Participant share (%),0.5316585504758896,,,African American or Afro-Caribbean,Cohort,ALSPAC,,
cohort_ancestry,Participant share (%),1.7876100444695773,,,Hispanic or Latin American,Cohort,ALSPAC,,
cohort_ancestry,Participant share (%),10.423785417818564,,,Other/Mixed,Cohort,ALSPAC,,
cohort_summary,Participant instances,396277.0,,,,Cohort,AMFS,,
cohort_summary,Non-European %,0.0,,,,Cohort,AMFS,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,AMFS,,
cohort_summary,Publications,1.0,,,,Cohort,AMFS,,
cohort_summary,Accessions,1.0,,,,Cohort,AMFS,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,AMFS,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AMFS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AMFS,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AMFS,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AMFS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AMFS,,
cohort_summary,Participant instances,18674975.0,,,,Cohort,AMISH,,
cohort_summary,Non-European %,46.718236570597824,,,,Cohort,AMISH,,
cohort_summary,Effective ancestry groups,2.2328663692482493,,,,Cohort,AMISH,,
cohort_summary,Publications,11.0,,,,Cohort,AMISH,,
cohort_summary,Accessions,406.0,,,,Cohort,AMISH,,
cohort_ancestry,Participant share (%),53.28176342940218,,,European,Cohort,AMISH,,
cohort_ancestry,Participant share (%),0.30707939368058057,,,Asian,Cohort,AMISH,,
cohort_ancestry,Participant share (%),0.6622659468084965,,,African,Cohort,AMISH,,
cohort_ancestry,Participant share (%),3.4838386664506915,,,African American or Afro-Caribbean,Cohort,AMISH,,
cohort_ancestry,Participant share (%),1.9783533846765524,,,Hispanic or Latin American,Cohort,AMISH,,
cohort_ancestry,Participant share (%),40.2866991789815,,,Other/Mixed,Cohort,AMISH,,
cohort_summary,Participant instances,1141117.0,,,,Cohort,AMP PD,,
cohort_summary,Non-European %,0.0,,,,Cohort,AMP PD,,
cohort_summary,Effective ancestry groups,1.0,,,,Cohort,AMP PD,,
cohort_summary,Publications,2.0,,,,Cohort,AMP PD,,
cohort_summary,Accessions,4.0,,,,Cohort,AMP PD,,
cohort_ancestry,Participant share (%),100.0,,,European,Cohort,AMP PD,,
cohort_ancestry,Participant share (%),0.0,,,Asian,Cohort,AMP PD,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,AMP PD,,
cohort_ancestry,Participant share (%),0.0,,,African American or Afro-Caribbean,Cohort,AMP PD,,
cohort_ancestry,Participant share (%),0.0,,,Hispanic or Latin American,Cohort,AMP PD,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,AMP PD,,
cohort_summary,Participant instances,1972396.0,,,,Cohort,ANDIS,,
cohort_summary,Non-European %,2.9534637060711946,,,,Cohort,ANDIS,,
cohort_summary,Effective ancestry groups,1.0609469595870706,,,,Cohort,ANDIS,,
cohort_summary,Publications,3.0,,,,Cohort,ANDIS,,
cohort_summary,Accessions,9.0,,,,Cohort,ANDIS,,
cohort_ancestry,Participant share (%),97.04653629392881,,,European,Cohort,ANDIS,,
cohort_ancestry,Participant share (%),2.736316642296983,,,Asian,Cohort,ANDIS,,
cohort_ancestry,Participant share (%),0.0,,,African,Cohort,ANDIS,,
cohort_ancestry,Participant share (%),0.12685079466800783,,,African American or Afro-Caribbean,Cohort,ANDIS,,
cohort_ancestry,Participant share (%),0.09029626910620382,,,Hispanic or Latin American,Cohort,ANDIS,,
cohort_ancestry,Participant share (%),0.0,,,Other/Mixed,Cohort,ANDIS,,
