index,European,Asian,Other/Mixed,African American or Afro-Caribbean,Hispanic or Latin American,African
2007,93.33333333333333,3.3333333333333335,2.2222222222222223,0.0,1.1111111111111112,0.0
2008,85.63829787234043,4.787234042553192,4.787234042553192,3.723404255319149,1.0638297872340425,0.0
2009,75.08650519031141,11.76470588235294,5.88235294117647,4.1522491349480966,2.0761245674740483,1.0380622837370241
2010,65.87677725118483,18.246445497630333,5.924170616113744,5.687203791469194,2.3696682464454977,1.8957345971563981
2011,61.44329896907217,22.88659793814433,3.0927835051546393,8.45360824742268,1.6494845360824744,2.4742268041237114
2012,59.578544061302686,20.49808429118774,4.022988505747127,10.919540229885058,4.022988505747127,0.9578544061302682
2013,58.40130505709625,23.98042414355628,4.404567699836868,7.3409461663947795,4.893964110929853,0.9787928221859705
2014,56.98729582577132,22.50453720508167,5.807622504537205,7.6225045372050815,5.081669691470054,1.9963702359346642
2015,56.865284974093264,18.911917098445596,6.7357512953367875,7.383419689119171,7.512953367875648,2.5906735751295336
2016,60.29723991507431,15.817409766454352,2.0169851380042463,11.252653927813164,7.855626326963907,2.7600849256900215
2017,56.336178594878525,18.18778726198293,5.252790544977019,8.732764281024293,8.667104399212082,2.8233749179251477
2018,54.571266325951164,24.020442930153322,5.167518455423055,7.382169222032936,5.224304372515616,3.634298693923907
2019,53.78874856486797,15.327210103329506,5.797933409873708,10.734787600459242,9.07003444316877,5.281285878300804
