index,European,Asian,Other/Mixed,African American or Afro-Caribbean,In Part Not Recorded,Hispanic or Latin American,African
2007,65.21739130434783,6.521739130434782,9.782608695652174,4.3478260869565215,5.434782608695652,7.608695652173914,1.0869565217391304
2008,76.77419354838709,7.741935483870968,4.516129032258064,2.5806451612903225,8.38709677419355,0.0,0.0
2009,66.93227091633466,14.741035856573706,5.179282868525896,3.9840637450199203,5.577689243027888,1.9920318725099602,1.593625498007968
2010,59.86159169550172,20.761245674740483,7.26643598615917,2.768166089965398,6.5743944636678195,1.7301038062283738,1.0380622837370241
2011,54.26136363636363,22.443181818181817,4.829545454545454,5.965909090909091,8.238636363636363,2.272727272727273,1.9886363636363635
2012,49.549549549549546,28.82882882882883,3.903903903903904,5.105105105105105,8.108108108108109,3.003003003003003,1.5015015015015014
2013,45.707070707070706,26.262626262626267,6.313131313131313,7.575757575757576,7.575757575757576,5.303030303030303,1.2626262626262625
2014,50.764525993883794,25.382262996941897,4.281345565749235,5.5045871559633035,10.397553516819572,3.058103975535168,0.6116207951070336
2015,42.181069958847736,27.572016460905353,5.967078189300412,8.436213991769549,8.641975308641975,4.11522633744856,3.0864197530864197
2016,43.2183908045977,23.218390804597703,5.747126436781609,10.574712643678161,8.96551724137931,6.436781609195402,1.839080459770115
2017,45.846645367412144,17.252396166134183,3.035143769968051,11.182108626198083,10.86261980830671,8.466453674121405,3.3546325878594248
2018,34.11580594679186,35.2112676056338,4.851330203442879,7.198748043818466,9.389671361502346,6.572769953051644,2.660406885758998
2019,40.909090909090914,27.46212121212121,1.3257575757575757,10.984848484848484,5.492424242424242,9.280303030303031,4.545454545454546
